Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Service Desk;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005545444;249;TOMACORRIENTES;2024-08-27;30-08-24;Zona Centro;02/09/2024;REVISAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005546082;163;PARED;2024-08-27;31-08-24;Zona Norte;03/09/2024;PINTAR;HUAYRUROPATA - 285008;Web HD;Cerrado;3
WO0000005546067;241;TECHO /BALDOSAS FILTRACION;2024-08-27;10-09-24;Zona Norte;13/09/2024;CAMBIAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Cerrado;3
WO0000005546467;56;CONTADOR DE BILLETES;2024-08-27;04-09-24;Zona Sur;07/09/2024;REPARAR;PARURO - 191047;Web HD;Cerrado;3
WO0000005546472;56;CONTADOR DE BILLETES;2024-08-27;04-09-24;Zona Sur;07/09/2024;REPARAR;PARURO - 191047;Web HD;Cerrado;3
WO0000005545474;139;LONCHERA CERRADURA;2024-08-27;27-08-24;Zona Sur;30/08/2024;REEMPLAZAR;LA SALLE - 191114;Web HD;Cerrado;3
WO0000005545479;43;CAJONERA CERRADURA;2024-08-27;31-08-24;Zona Centro;03/09/2024;REEMPLAZAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005546893;43;CAJONERA CERRADURA;2024-08-27;31-08-24;Zona Centro;03/09/2024;REEMPLAZAR;CAQUETA - 191091;Web HD;Cerrado;3
WO0000005547473;56;CONTADOR DE BILLETES;2024-08-27;03-09-24;Zona Sur;07/09/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005546086;171;PISOS;2024-08-27;31-08-24;Zona Centro;03/09/2024;LIMPIAR;SAN MARTIN DE PORRES - 191021;Web HD;Cerrado;3
WO0000005546085;171;PISOS;2024-08-27;31-08-24;Zona Centro;03/09/2024;LIMPIAR;SAN MARTIN DE PORRES - 191021;Web HD;Cerrado;3
WO0000005546473;56;CONTADOR DE BILLETES;2024-08-27;04-09-24;Zona Sur;07/09/2024;REPARAR;PARURO - 191047;Web HD;Cerrado;3
WO0000005547470;56;CONTADOR DE BILLETES;2024-08-27;29-08-24;Zona Sur;01/09/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005547472;56;CONTADOR DE BILLETES;2024-08-27;03-09-24;Zona Sur;07/09/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005546060;108;FOCO FLOURESCENTES;2024-08-27;01-09-24;Zona Norte;04/09/2024;CAMBIAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Cerrado;3
WO0000005546063;241;TECHO /BALDOSAS FILTRACION;2024-08-27;09-09-24;Zona Norte;12/09/2024;CAMBIAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005546464;249;TOMACORRIENTES;2024-08-27;28-08-24;Zona Centro;31/08/2024;REVISAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005546003;30;CABLEADO;2024-08-27;01-09-24;Zona Sur;04/09/2024;ORDENAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005545485;56;CONTADOR DE BILLETES;2024-08-27;15-09-24;Zona Norte;18/09/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005546040;44;CAMARA CONVENCIONAL;2024-08-27;27-08-24;Zona Centro;30/08/2024;REPARAR;METRO AV. WIESSE - 191106;Web HD;Cerrado;3
WO0000005546454;241;TECHO /BALDOSAS FILTRACION;2024-08-27;01-09-24;Zona Centro;04/09/2024;CAMBIAR;PLAZA LIMA NORTE - 191058;Web HD;Cerrado;3
WO0000005546041;111;GRIFERIA;2024-08-27;29-08-24;Zona Centro;01/09/2024;REVISAR;PERU - 191056;Web HD;Cerrado;3
WO0000005545460;57;CONTADOR DE MONEDAS;2024-08-27;31-08-24;Zona Centro;03/09/2024;REPARAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005546012;108;FOCO FLOURESCENTES;2024-08-27;01-09-24;Zona Sur;04/09/2024;CAMBIAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005546463;108;FOCO FLOURESCENTES;2024-08-27;01-09-24;Zona Norte;04/09/2024;CAMBIAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005546087;108;FOCO FLOURESCENTES;2024-08-27;01-09-24;Zona Norte;04/09/2024;CAMBIAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005545490;108;FOCO FLOURESCENTES;2024-08-27;06-09-24;Zona Norte;09/09/2024;CAMBIAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005546014;218;SE?ALETICA INTERNA;2024-08-27;02-09-24;Zona Centro;05/09/2024;REPONER;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005544918;250;TOTEM;2024-08-27;28-08-24;Zona Centro;31/08/2024;REPARAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005545419;44;CAMARA CONVENCIONAL;2024-08-27;18-09-24;Zona Norte;21/09/2024;REEMPLAZAR;AREQUIPA - 215000;Web HD;Cerrado;2
WO0000005546061;163;PARED;2024-08-27;10-09-24;Zona Norte;13/09/2024;RESANAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005545494;32;CAJA BUZON;2024-08-27;28-08-24;Zona Centro;31/08/2024;REPARAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005545406;32;CAJA BUZON;2024-08-27;28-08-24;Zona Centro;31/08/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005547431;123;INODOROS;2024-08-27;05-09-24;Zona Norte;08/09/2024;REVISAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005546436;74;DISPENSADOR DE JABON LIQUIDO;2024-08-27;15-09-24;Zona Norte;18/09/2024;REPARAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Cerrado;3
WO0000005545457;237;TACHO;2024-08-27;01-09-24;Zona Centro;04/09/2024;REPARAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005546065;163;PARED;2024-08-27;10-09-24;Zona Norte;13/09/2024;PINTAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005546073;249;TOMACORRIENTES;2024-08-27;06-09-24;Zona Norte;09/09/2024;REVISAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005547435;46;CANALETAS;2024-08-27;09-09-24;Zona Norte;12/09/2024;REPARAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005545462;231;STICKER;2024-08-27;02-09-24;Zona Centro;05/09/2024;REPONER;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005546008;92;ESCRITORIO;2024-08-27;27-08-24;Zona Sur;30/08/2024;MANTENIMIENTO;PISCO - 470000;Web HD;Cerrado;1
WO0000005546088;74;DISPENSADOR DE JABON LIQUIDO;2024-08-27;28-08-24;Zona Centro;31/08/2024;REPARAR;TOPY TOP - 191049;Web HD;Cerrado;3
WO0000005547429;188;PUERTA / MAMPARA;2024-08-27;12-09-24;Zona Norte;15/09/2024;REPARAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005545405;108;FOCO FLOURESCENTES;2024-08-27;;Zona Centro;;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Rechazado;3
WO0000005544910;32;CAJA BUZON;2024-08-27;;Zona Norte;;REPARAR;JULIACA - 405000;Web HD;Rechazado;3
WO0000005546097;32;CAJA BUZON;2024-08-27;;Zona Sur;;REPARAR;HUAYCAN - 191085;Web HD;Rechazado;3
WO0000005546034;121;INODORO FLUXOMETRO;2024-08-27;28-08-24;Zona Centro;31/08/2024;REVISAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005546093;231;STICKER;2024-08-27;04-09-24;Zona Norte;07/09/2024;REPONER;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005547467;56;CONTADOR DE BILLETES;2024-08-27;;Zona Sur;;REPARAR;ALFONSO UGARTE - 191089;Web HD;Rechazado;3
WO0000005546425;206;REFLECTOR / LAMPARAS;2024-08-27;;Zona Centro;;CAMBIAR;MERCADO DE FRUTAS - 191064;Web HD;Rechazado;3
WO0000005545423;160;PANEL DE ALARMAS;2024-08-27;27-08-24;Zona Centro;30/08/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005544943;56;CONTADOR DE BILLETES;2024-08-27;;Zona Centro;;REPARAR;LAS MALVINAS - 191076;Web HD;Rechazado;3
WO0000005546079;180;PORTA AFICHES;2024-08-27;31-08-24;Zona Sur;03/09/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005545459;180;PORTA AFICHES;2024-08-27;18-09-24;Zona Norte;21/09/2024;REPARAR;ILO - 385000;Web HD;Cerrado;3
WO0000005545445;188;PUERTA / MAMPARA;2024-08-27;08-09-24;Zona Norte;11/09/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005545477;154;OFICINA;2024-08-27;;Zona Norte;;FUMIGAR;CUSCO - 285000;Web HD;Rechazado;3
WO0000005546870;32;CAJA BUZON;2024-08-27;28-08-24;Zona Centro;31/08/2024;REPARAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005546885;15;ATM;2024-08-27;31-08-24;Zona Sur;03/09/2024;REVISAR;MOLICENTRO - 193004;Web HD;Cerrado;3
WO0000005545469;15;ATM;2024-08-27;09-09-24;Zona Norte;12/09/2024;PINTAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005546095;74;DISPENSADOR DE JABON LIQUIDO;2024-08-27;27-08-24;Zona Sur;30/08/2024;REPARAR;LA RAMBLA BRASIL - 191166;Web HD;Cerrado;3
WO0000005546050;30;CABLEADO;2024-08-27;06-09-24;Zona Norte;09/09/2024;ORDENAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005546866;34;CAJA FUERTE;2024-08-27;29-08-24;Zona Sur;01/09/2024;APERTURAR;MUSA - 193050;Web HD;Cerrado;3
WO0000005547402;34;CAJA FUERTE;2024-08-27;27-08-24;Zona Sur;30/08/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005547453;163;PARED;2024-08-27;09-09-24;Zona Norte;12/09/2024;RESANAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005546808;199;PUNTO / CABLE DE RED;2024-08-27;02-09-24;Zona Norte;05/09/2024;REVISAR;DIAGONAL - 285003;Web HD;Cerrado;3
WO0000005546074;251;TUBERIA DE AGUA;2024-08-27;;Zona Sur;;REPARAR;LOS RUISE ORES - 191115;Web HD;Rechazado;3
WO0000005545483;252;TUBERIA DE DESAGUE;2024-08-27;09-09-24;Zona Norte;12/09/2024;REPARAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005546481;56;CONTADOR DE BILLETES;2024-08-27;;Zona Sur;;REPARAR;AYACUCHO - 220000;Web HD;Rechazado;3
WO0000005546094;74;DISPENSADOR DE JABON LIQUIDO;2024-08-27;27-08-24;Zona Sur;30/08/2024;REPARAR;PARURO - 191047;Web HD;Cerrado;3
WO0000005546011;23;BUTACA;2024-08-27;12-09-24;Zona Centro;15/09/2024;REPARAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005546806;56;CONTADOR DE BILLETES;2024-08-27;;Zona Sur;;REPARAR;AYACUCHO - 220000;Web HD;Rechazado;3
WO0000005545454;125;INTERCOMUNICADOR;2024-08-27;31-08-24;Zona Norte;03/09/2024;REVISAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005546020;138;LOCKER CERRADURA;2024-08-27;01-09-24;Zona Centro;04/09/2024;APERTURAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005546424;22;BOVEDA;2024-08-27;28-08-24;Zona Centro;31/08/2024;APERTURAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005546039;41;CAJONERA;2024-08-27;31-08-24;Zona Norte;03/09/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005545497;108;FOCO FLOURESCENTES;2024-08-27;08-09-24;Zona Centro;11/09/2024;REVISAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005545422;44;CAMARA CONVENCIONAL;2024-08-27;;Zona Norte;;REEMPLAZAR;AREQUIPA - 215000;Web HD;Rechazado;2
WO0000005546032;221;SILLAS;2024-08-27;04-09-24;Zona Sur;07/09/2024;REPARAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005550121;43;CAJONERA CERRADURA;2024-08-28;28-08-24;Zona Sur;31/08/2024;REEMPLAZAR;CAILLOMA - 191098;Web HD;Cerrado;3
WO0000005549808;188;PUERTA / MAMPARA;2024-08-28;;Zona Sur;;LIMPIAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005549496;237;TACHO;2024-08-28;17-09-24;Zona Norte;20/09/2024;REPARAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005550664;218;SE?ALETICA INTERNA;2024-08-28;;Zona Sur;;REPONER;ALFONSO UGARTE - 191089;Web HD;Rechazado;3
WO0000005550109;43;CAJONERA CERRADURA;2024-08-28;28-08-24;Zona Sur;31/08/2024;REEMPLAZAR;MESA REDONDA - 191069;Web HD;Cerrado;3
WO0000005550604;128;LAMPARA DE EMERGENCIA;2024-08-28;31-08-24;Zona Centro;03/09/2024;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;Cerrado;3
WO0000005550651;146;MODULOS;2024-08-28;12-09-24;Zona Sur;15/09/2024;REPARAR;MALA - 255002;Web HD;Cerrado;3
WO0000005549075;221;SILLAS;2024-08-28;01-09-24;Zona Centro;04/09/2024;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005549806;214;SENSOR DE ANIEGO;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;ELIO - 191067;Web HD;Cerrado;3
WO0000005550112;43;CAJONERA CERRADURA;2024-08-28;28-08-24;Zona Sur;31/08/2024;REEMPLAZAR;MESA REDONDA - 191069;Web HD;Cerrado;3
WO0000005549076;154;OFICINA;2024-08-28;07-09-24;Zona Centro;10/09/2024;FUMIGAR;PERU - 191056;Web HD;Cerrado;3
WO0000005549080;128;LAMPARA DE EMERGENCIA;2024-08-28;31-08-24;Zona Centro;03/09/2024;REPARAR;SANTA LUZMILA - 191063;Web HD;Cerrado;3
WO0000005549405;138;LOCKER CERRADURA;2024-08-28;31-08-24;Zona Centro;03/09/2024;REEMPLAZAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005550953;154;OFICINA;2024-08-28;07-09-24;Zona Centro;10/09/2024;FUMIGAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005550680;61;CORTINAS/PERSIANAS/ROLLERS;2024-08-28;12-09-24;Zona Norte;15/09/2024;REPARAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005548628;108;FOCO FLOURESCENTES;2024-08-28;06-09-24;Zona Centro;09/09/2024;CAMBIAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005549059;43;CAJONERA CERRADURA;2024-08-28;01-09-24;Zona Centro;04/09/2024;REEMPLAZAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005549457;74;DISPENSADOR DE JABON LIQUIDO;2024-08-28;;Zona Norte;;REPARAR;CAYMA - 215002;Web HD;Rechazado;3
WO0000005549453;124;INSTALACIONES ELECTRICAS;2024-08-28;31-08-24;Zona Sur;03/09/2024;REVISAR;MALA - 255002;Web HD;Cerrado;3
WO0000005550665;30;CABLEADO;2024-08-28;07-09-24;Zona Sur;10/09/2024;ORDENAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005548636;192;PUERTA/MAMPARA BRAZO HIDRAULICO;2024-08-28;02-09-24;Zona Sur;05/09/2024;REPARAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005548610;5;AIRE ACONDICIONADO;2024-08-28;03-09-24;Zona Centro;07/09/2024;REPARAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005549485;206;REFLECTOR / LAMPARAS;2024-08-28;31-08-24;Zona Norte;03/09/2024;REVISAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005550993;172;PISOS PORCELANATO;2024-08-28;14-09-24;Zona Sur;17/09/2024;LIMPIAR;CHINCHA - 315000;Web HD;Cerrado;3
WO0000005549822;206;REFLECTOR / LAMPARAS;2024-08-28;31-08-24;Zona Norte;03/09/2024;REVISAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005550142;35;CAJA PULMON;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005550932;45;CAMARA IP;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;LUREN - 380004;Web HD;Cerrado;3
WO0000005549463;21;BOMBAS DE AGUA;2024-08-28;01-09-24;Zona Sur;04/09/2024;REVISAR;CAILLOMA - 191098;Web HD;Cerrado;3
WO0000005549057;5;AIRE ACONDICIONADO;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005550108;43;CAJONERA CERRADURA;2024-08-28;28-08-24;Zona Sur;31/08/2024;REEMPLAZAR;MESA REDONDA - 191069;Web HD;Cerrado;3
WO0000005550133;22;BOVEDA;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005550668;107;FOCO DICROICOS;2024-08-28;12-09-24;Zona Norte;15/09/2024;CAMBIAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005549452;74;DISPENSADOR DE JABON LIQUIDO;2024-08-28;;Zona Norte;;REPARAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Web HD;Rechazado;3
WO0000005550639;188;PUERTA / MAMPARA;2024-08-28;12-09-24;Zona Sur;15/09/2024;LIMPIAR;MALA - 255002;Web HD;Cerrado;3
WO0000005549466;56;CONTADOR DE BILLETES;2024-08-28;;Zona Sur;;REPARAR;MALA - 255002;Web HD;Rechazado;3
WO0000005549014;5;AIRE ACONDICIONADO;2024-08-28;16-09-24;Zona Norte;20/09/2024;REPARAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005549446;154;OFICINA;2024-08-28;07-09-24;Zona Norte;10/09/2024;FUMIGAR;PUNO - 495000;Web HD;Cerrado;3
WO0000005549447;154;OFICINA;2024-08-28;02-09-24;Zona Norte;05/09/2024;FUMIGAR;URUBAMBA - 285009;Web HD;Cerrado;3
WO0000005550691;61;CORTINAS/PERSIANAS/ROLLERS;2024-08-28;;Zona Norte;;REPARAR;MARIANO MELGAR - 215014;Web HD;Rechazado;3
WO0000005548657;32;CAJA BUZON;2024-08-28;29-08-24;Zona Sur;01/09/2024;REPARAR;CENTRO CIVICO - 191105;Web HD;Cerrado;3
WO0000005550144;32;CAJA BUZON;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005549443;154;OFICINA;2024-08-28;07-09-24;Zona Norte;10/09/2024;FUMIGAR;LA CULTURA - 285006;Web HD;Cerrado;3
WO0000005549476;106;FOCO AHORRADOR;2024-08-28;07-09-24;Zona Norte;10/09/2024;CAMBIAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005550117;253;TV;2024-08-28;28-08-24;Zona Sur;31/08/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;2
WO0000005549871;190;PUERTA / MAMPARA CERRADURA;2024-08-28;31-08-24;Zona Centro;03/09/2024;REEMPLAZAR;EL AGUSTINO - 191041;Web HD;Cerrado;3
WO0000005548621;221;SILLAS;2024-08-28;03-09-24;Zona Centro;07/09/2024;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005549439;154;OFICINA;2024-08-28;01-09-24;Zona Norte;04/09/2024;FUMIGAR;MOQUEGUA - 430000;Web HD;Cerrado;3
WO0000005549454;106;FOCO AHORRADOR;2024-08-28;07-09-24;Zona Sur;10/09/2024;CAMBIAR;CAILLOMA - 191098;Web HD;Cerrado;3
WO0000005550906;92;ESCRITORIO;2024-08-28;25-09-24;Zona Centro;28/09/2024;MANTENIMIENTO;TUPAC AMARU - 191038;Web HD;Cerrado;1
WO0000005549802;221;SILLAS;2024-08-28;04-09-24;Zona Sur;07/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005550931;92;ESCRITORIO;2024-08-28;;Zona Sur;;MANTENIMIENTO;LA PLANICIE - 193045;Web HD;Rechazado;1
WO0000005550922;92;ESCRITORIO;2024-08-28;09-09-24;Zona Sur;12/09/2024;MANTENIMIENTO;LA PLANICIE - 193045;Web HD;Cerrado;1
WO0000005550976;56;CONTADOR DE BILLETES;2024-08-28;;Zona Centro;;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Rechazado;3
WO0000005550666;108;FOCO FLOURESCENTES;2024-08-28;05-09-24;Zona Sur;08/09/2024;CAMBIAR;NAZCA - 440000;Web HD;Cerrado;3
WO0000005550689;93;ESCRITORIO CERRADURA;2024-08-28;05-09-24;Zona Sur;08/09/2024;APERTURAR;NAZCA - 440000;Web HD;Cerrado;3
WO0000005550678;65;CREDENZA CERRADURA;2024-08-28;02-09-24;Zona Centro;05/09/2024;APERTURAR;ANTUNEZ DE MAYOLO - 191028;Web HD;Cerrado;3
WO0000005549052;56;CONTADOR DE BILLETES;2024-08-28;31-08-24;Zona Sur;03/09/2024;REPARAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005549046;257;URINARIOS;2024-08-28;31-08-24;Zona Centro;03/09/2024;REVISAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005549081;64;CREDENZA;2024-08-28;28-08-24;Zona Centro;31/08/2024;REPARAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005549826;250;TOTEM;2024-08-28;07-09-24;Zona Centro;10/09/2024;REPARAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005550154;123;INODOROS;2024-08-28;01-09-24;Zona Centro;04/09/2024;REVISAR;QUILCA - 191160;Web HD;Cerrado;3
WO0000005550632;190;PUERTA / MAMPARA CERRADURA;2024-08-28;01-09-24;Zona Sur;04/09/2024;DUPLICADO DE LLAVE;EL QUINDE ICA - 380008;Web HD;Cerrado;3
WO0000005549024;108;FOCO FLOURESCENTES;2024-08-28;31-08-24;Zona Sur;03/09/2024;CAMBIAR;MALA - 255002;Web HD;Cerrado;3
WO0000005550104;128;LAMPARA DE EMERGENCIA;2024-08-28;28-08-24;Zona Sur;31/08/2024;REPARAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005550165;219;SEPARADORES;2024-08-28;;Zona Norte;;REPARAR;SAN CAMILO - 215006;Web HD;Rechazado;3
WO0000005550660;113;GRUPO ELECTROGENO;2024-08-28;02-09-24;Zona Sur;05/09/2024;REGARGAR COMBUSTIBLE;NAZCA - 440000;Web HD;Cerrado;3
WO0000005550110;136;LLAVE SHUNT;2024-08-28;01-09-24;Zona Centro;04/09/2024;REPARAR;CAQUETA - 191091;Web HD;Cerrado;3
WO0000005550146;43;CAJONERA CERRADURA;2024-08-28;04-09-24;Zona Sur;07/09/2024;APERTURAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005549406;190;PUERTA / MAMPARA CERRADURA;2024-08-28;07-09-24;Zona Norte;10/09/2024;APERTURAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005550118;138;LOCKER CERRADURA;2024-08-28;28-08-24;Zona Sur;31/08/2024;REEMPLAZAR;LA RAMBLA BRASIL - 191166;Web HD;Cerrado;3
WO0000005550954;154;OFICINA;2024-08-28;07-09-24;Zona Centro;10/09/2024;FUMIGAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005550960;190;PUERTA / MAMPARA CERRADURA;2024-08-28;31-08-24;Zona Sur;03/09/2024;DUPLICADO DE LLAVE;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Cerrado;3
WO0000005550697;240;TECHO /BALDOSAS;2024-08-28;08-09-24;Zona Norte;11/09/2024;CAMBIAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005549881;221;SILLAS;2024-08-28;03-09-24;Zona Norte;07/09/2024;REPARAR;CERRO COLORADO - 215013;Web HD;Cerrado;3
WO0000005549478;163;PARED;2024-08-28;;Zona Sur;;PINTAR;MALA - 255002;Web HD;Rechazado;3
WO0000005549811;65;CREDENZA CERRADURA;2024-08-28;28-08-24;Zona Sur;31/08/2024;APERTURAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005550137;22;BOVEDA;2024-08-28;;Zona Sur;;APERTURAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005550175;86;EQUIPOS MEDICOS;2024-08-28;;Zona Norte;;REPARAR;SAN CAMILO - 215006;Web HD;Rechazado;3
WO0000005549402;108;FOCO FLOURESCENTES;2024-08-28;07-09-24;Zona Norte;10/09/2024;CAMBIAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005549866;43;CAJONERA CERRADURA;2024-08-28;01-09-24;Zona Sur;04/09/2024;DUPLICADO DE LLAVE;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005549487;30;CABLEADO;2024-08-28;07-09-24;Zona Norte;10/09/2024;ORDENAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005549499;108;FOCO FLOURESCENTES;2024-08-28;04-09-24;Zona Sur;07/09/2024;CAMBIAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005551478;56;CONTADOR DE BILLETES;2024-08-29;;Zona Norte;;REPARAR;DIAGONAL - 285003;Web HD;Rechazado;3
WO0000005551472;99;EXTINTOR;2024-08-29;12-09-24;Zona Sur;15/09/2024;RECARGAR;ICA - 380000;Web HD;Cerrado;3
WO0000005551484;134;LETREROS LUMINOSO;2024-08-29;10-09-24;Zona Norte;13/09/2024;REVISAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005551492;171;PISOS;2024-08-29;31-08-24;Zona Norte;03/09/2024;LIMPIAR;CUSCO - 285000;Web HD;Cerrado;3
WO0000005551473;108;FOCO FLOURESCENTES;2024-08-29;29-08-24;Zona Centro;01/09/2024;CAMBIAR;LAS MALVINAS - 191076;Web HD;Cerrado;3
WO0000005551474;108;FOCO FLOURESCENTES;2024-08-29;29-08-24;Zona Centro;01/09/2024;CAMBIAR;LAS MALVINAS - 191076;Web HD;Cerrado;3
WO0000005551490;171;PISOS;2024-08-29;31-08-24;Zona Norte;03/09/2024;LIMPIAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005551482;231;STICKER;2024-08-29;09-09-24;Zona Norte;12/09/2024;REPONER;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005551486;154;OFICINA;2024-08-29;;Zona Norte;;DESRATIZAR;CAYMA - 215002;Web HD;Rechazado;3
WO0000005555715;190;PUERTA / MAMPARA CERRADURA;2024-08-31;09-09-24;Zona Norte;12/09/2024;APERTURAR;UMACOLLO - 215009;Web HD;Cerrado;3
WO0000005555753;57;CONTADOR DE MONEDAS;2024-08-31;05-09-24;Zona Centro;08/09/2024;REPARAR;PRO - 191029;Web HD;Cerrado;3
WO0000005554182;5;AIRE ACONDICIONADO;2024-08-31;19-09-24;Zona Centro;22/09/2024;REPARAR;CAQUETA - 191091;Web HD;Cerrado;3
WO0000005556434;30;CABLEADO;2024-08-31;14-09-24;Zona Norte;16/09/2024;ORDENAR;AREQUIPA - 215000;Web HD;Cerrado;3
